房间数,租赁,区域,房名,链接,面积,楼层,朝向,车位,洗衣机,空调,电视,冰箱,热水器,床,暖气,宽带,天然气,租金 (元/月),经度(E),纬度(W),平均租金,最近地铁站,最近公交站,500m内医院数量,500m内教育设施数量,500m内购物中心数
2,1,2,兰蒂斯城1期,https://xa.lianjia.com/zufang/XA1642433980227649536.html,80,3,0,0,0,0,0,0,0,0,0,0,1,2400,108.995852,34.250943,30,"800['延兴门', '交通大学·兴庆宫', '雁翔路北口', '雁翔路北口']",200['沙坡村'],4,22,0
1,1,2,学府首座,https://xa.lianjia.com/zufang/XA1642435156234993664.html,46,1,1,0,0,0,0,0,0,0,0,0,0,2100,108.996695,34.249715,45.65,"600['雁翔路北口', '雁翔路北口']",300['沙坡村'],8,19,0
3,1,9,恒大雅苑,https://xa.lianjia.com/zufang/XA1642499914233544704.html,105.2,1,5,0,0,1,1,1,1,1,1,1,1,1500,109.035348,34.512044,14.26,900['泾环北路'],400['北城新天地'],0,0,0
3,1,10,隆基泰和铂悦山,https://xa.lianjia.com/zufang/XA1642571961072615424.html,115,1,0,0,0,1,1,1,1,1,1,1,1,1000,109.169965,34.396575,8.7,nan,182['秦皇医院'],1,0,0
2,1,4,盛龙广场1号地,https://xa.lianjia.com/zufang/XA1642902552582291456.html,95,2,5,0,0,1,1,1,1,1,1,1,1,2500,108.952856,34.305455,26.32,656['大明宫西'],84['266路公交'],2,5,5
2,1,4,亚冠大厦,https://xa.lianjia.com/zufang/XA1643085861518049280.html,86,2,5,0,0,1,1,1,1,1,1,1,1,2200,108.963213,34.317153,25.58,900['贞观路'],200['公交六公司东区'],4,5,0
2,1,4,海璟国际商务,https://xa.lianjia.com/zufang/XA1643088530211078144.html,89,2,5,0,0,1,1,1,1,1,1,0,1,2600,108.934954,34.31873,29.21,583['明光路'],254['明光路凤城一路口'],1,4,1
3,1,4,北沙口村,https://xa.lianjia.com/zufang/XA1643114254942863360.html,117,3,5,2,0,0,0,1,0,0,0,0,0,1750,108.831581,34.307025,14.96,nan,229['北沙口村'],0,0,0
3,1,4,金源御景华府,https://xa.lianjia.com/zufang/XA1643119893408645120.html,125,2,0,0,0,0,0,0,0,0,0,0,1,3200,108.946624,34.356815,25.6,723['运动公园'],226['文景路凤城十路口'],1,8,0
2,1,4,王家棚小区,https://xa.lianjia.com/zufang/XA1643119961146654720.html,65,3,5,0,0,1,1,1,1,1,1,1,1,1000,108.996887,34.417602,15.38,600['未央湖'],"200['长庆湖滨花园东门', '长庆湖滨花园东门', '长庆湖滨花园东门']",0,0,0
3,1,4,世茂璀璨倾城,https://xa.lianjia.com/zufang/XA1643120516996792320.html,105.57,2,0,0,0,1,1,1,1,0,1,0,0,1800,108.995788,34.365384,17.05,1000['红旗'],100['御井路汉渠北路口'],0,1,0
2,1,4,王家棚小区,https://xa.lianjia.com/zufang/XA1643121754471661568.html,65,1,5,0,0,1,1,1,1,0,1,1,1,1000,108.996887,34.417602,15.38,600['未央湖'],"200['长庆湖滨花园东门', '长庆湖滨花园东门', '长庆湖滨花园东门']",0,0,0
3,1,4,金业观湖大第,https://xa.lianjia.com/zufang/XA1643137464669306880.html,130.9,1,0,2,0,0,0,0,0,0,0,0,0,3000,108.907946,34.299178,22.92,800['小白杨'],91['北二环桃园路口'],3,1,0
3,1,4,龙祥御苑,https://xa.lianjia.com/zufang/XA1643151503705243648.html,128.78,1,4,0,0,1,1,1,1,1,1,1,1,2300,108.932782,34.317219,17.86,805['明光路'],194['1426公交总公司公共自行车'],0,4,0
2,1,4,城市锦上,https://xa.lianjia.com/zufang/XA1643170317029343232.html,86,1,4,0,0,1,0,1,1,1,0,0,1,2500,108.932708,34.320724,29.07,478['明光路'],324['明光路凤城一路口'],1,4,0
1,1,4,保利金香槟,https://xa.lianjia.com/zufang/XA1643173161631481856.html,57,2,2,0,0,0,0,0,0,0,0,0,0,1800,108.844263,34.293668,31.58,619['三桥'],161['三桥东'],1,2,0
2,1,4,老管委会家属区,https://xa.lianjia.com/zufang/XA1643186617281675264.html,140,1,0,0,0,1,1,1,1,1,1,1,1,2500,108.953401,34.299148,17.86,106['龙首原'],61['龙首村'],0,5,2
2,1,4,首创国际城,https://xa.lianjia.com/zufang/XA1643187621528076288.html,83.3,1,5,0,0,1,1,1,1,1,1,1,1,2500,108.947803,34.362979,30.01,683['北苑'],195['凤城北路凤城十二路口'],1,11,0
3,1,1,向荣小区(新城区),https://xa.lianjia.com/zufang/XA1643203137604943872.html,83.3,2,9,0,0,1,1,1,1,1,1,1,1,1700,108.957977,34.287785,20.41,402['安远门'],402['建强路自强路口'],3,11,0
3,1,1,东尚小区,https://xa.lianjia.com/zufang/XA1643208910452031488.html,136,2,0,0,0,1,1,1,1,1,1,1,1,3300,109.01072,34.270879,24.26,875['长乐公园'],300['公园北路金康路口'],10,11,0
3,1,6,绿城全运村甘棠苑北苑,https://xa.lianjia.com/zufang/XA1643242849531068416.html,103,3,0,0,0,1,1,1,1,0,1,0,1,2400,109.027283,34.395576,23.3,"1900['奥体中心', '奥体中心']",300['全运村西门'],0,0,0
3,1,6,浐灞半岛A6区,https://xa.lianjia.com/zufang/XA1643259190535258112.html,116,1,5,0,0,1,0,1,1,1,0,0,1,2600,109.075705,34.305508,22.41,"2300['纺织城', '纺织城', '纺织城']",500['三十四中'],0,2,0
2,1,2,南郊铁路局家属院,https://xa.lianjia.com/zufang/XA1643270960121380864.html,71,3,9,0,0,1,1,1,1,1,1,1,1,2800,108.985707,34.241235,39.44,"900['太乙路', '太乙路']","200['南二环经九路口', '南二环经九路口', '南二环经九路口']",12,12,0
3,1,6,恒大绿洲,https://xa.lianjia.com/zufang/XA1643436518775193600.html,113,2,5,0,0,0,0,0,0,0,0,0,1,2500,109.049185,34.259799,22.12,600['田家湾'],"400['省电缆桥架厂', '省电缆桥架厂']",0,3,0
2,1,3,宫园壹号一期,https://xa.lianjia.com/zufang/XA1643442612587200512.html,78,2,8,0,0,1,1,1,1,1,1,1,1,2800,108.954836,34.297748,35.9,200['龙首原'],"200['龙首村', '龙首村']",2,4,2
3,1,3,北洞巷小区,https://xa.lianjia.com/zufang/XA1643450218399662080.html,90,1,0,0,0,1,0,1,1,1,0,1,1,1500,108.946442,34.280572,16.67,779['洒金桥'],120['药王洞'],2,10,0
2,1,2,中贸广场,https://xa.lianjia.com/zufang/XA1643452332656033792.html,98,2,6,0,0,1,1,1,1,1,1,1,1,3800,108.952082,34.248943,38.78,166['南稍门'],157['南稍门'],7,16,3
1,1,2,李家村万达广场,https://xa.lianjia.com/zufang/XA1643454881119338496.html,50,1,1,0,0,0,0,0,0,0,0,0,1,2100,108.968448,34.249853,42,"300['建筑科技大学·李家村', '建筑科技大学·李家村']","200['李家村', '明胜路东口']",4,14,7
2,1,6,沁水新城,https://xa.lianjia.com/zufang/XA1643456616680390656.html,90.97,1,5,0,0,0,0,0,0,0,0,0,1,2200,109.045219,34.275349,24.18,"800['浐河', '浐河', '长乐坡', '长乐坡']","300['沁水新城东门', '沁水新城东门']",0,1,0
3,1,6,绿城西安全运村子衿苑北苑,https://xa.lianjia.com/zufang/XA1643459601674272768.html,103,1,5,0,0,1,1,1,1,1,1,1,1,2500,109.027283,34.395576,24.27,"1900['奥体中心', '奥体中心']",300['全运村西门'],0,0,0
3,1,3,三民汉风苑西区,https://xa.lianjia.com/zufang/XA1643471382597599232.html,95,1,3,0,0,1,1,1,1,1,1,0,1,2100,108.862289,34.290633,22.11,318['皂河'],250['崇智路南口'],2,2,1
1,1,2,中贸广场,https://xa.lianjia.com/zufang/XA1643477766651248640.html,60,1,4,0,0,1,1,1,1,1,1,1,1,2900,108.952082,34.248943,48.33,166['南稍门'],157['南稍门'],7,16,3
3,1,3,天朗蔚蓝国际,https://xa.lianjia.com/zufang/XA1643484792366301184.html,110,2,4,0,0,1,1,1,1,1,1,1,1,4700,108.927705,34.276281,42.73,102['玉祥门'],144['玉祥门'],1,2,0
1,1,3,太奥广场公寓,https://xa.lianjia.com/zufang/XA1643486036736606208.html,50,1,3,0,0,1,1,0,1,0,0,0,0,1400,108.902314,34.287489,28,422['丰禾路'],50['太奥广场'],0,2,3
2,1,2,盛龙广场太白苑,https://xa.lianjia.com/zufang/XA1643492478604541952.html,93.83,2,6,0,0,0,0,0,0,0,0,0,1,2700,108.931456,34.239619,28.78,834['边家村'],245['南二环太白立交北'],3,6,1
1,1,3,君悦华府,https://xa.lianjia.com/zufang/XA1643511152665165824.html,31.73,2,1,0,0,0,0,0,0,1,0,0,1,1500,108.906586,34.297103,47.27,606['小白杨'],188['梨园路和生国际'],3,2,0
2,1,7,万科城一期,https://xa.lianjia.com/zufang/XA1643517697109000192.html,64,2,5,0,0,0,0,0,0,1,0,0,1,2400,108.902097,34.166196,37.5,838['邮电学院'],233['书香路樱花一路口'],3,10,2
1,1,2,伊顿公馆东区,https://xa.lianjia.com/zufang/XA1643517926147358720.html,58,2,5,0,0,1,1,1,1,1,1,1,1,2200,108.928463,34.245644,37.93,205['边家村'],143['边家村'],2,8,0
1,1,2,兰蒂斯城3期,https://xa.lianjia.com/zufang/XA1643524370489933824.html,58,2,0,0,0,0,0,1,0,0,0,0,1,2200,108.998026,34.252037,37.93,600['延兴门'],400['沙坡村'],4,18,0
3,1,1,新东尚,https://xa.lianjia.com/zufang/XA1643532171656298496.html,135,3,4,1,0,0,0,1,0,0,0,0,1,2800,109.025344,34.265601,20.74,264['韩森路'],119['韩森东路幸福路口'],0,0,1
3,1,7,金旅,https://xa.lianjia.com/zufang/XA1643533429154775040.html,107,2,5,0,0,1,0,1,1,0,1,0,1,2300,108.91358,34.16329,21.5,288['邮电学院'],141['长安区政府'],0,5,0
3,1,7,兴龙小区,https://xa.lianjia.com/zufang/XA1643533542765887488.html,123.88,2,0,0,0,0,0,0,0,1,0,0,1,2150,108.947907,34.163032,17.36,324['航天城'],140['新华街十字'],6,15,3
3,1,9,泾渭苑二区,https://xa.lianjia.com/zufang/XA1643535509709914112.html,125,3,0,0,0,1,1,1,1,1,1,1,1,1600,109.022001,34.468266,12.8,2200['绳刘村'],200['泾渭苑二区'],3,2,1
3,1,2,兰蒂斯城2期,https://xa.lianjia.com/zufang/XA1643541436957720576.html,120,3,4,0,0,0,1,0,0,0,1,0,1,3300,109.000678,34.250559,27.5,300['延兴门'],300['信号厂'],4,5,2
3,1,2,白庙公寓,https://xa.lianjia.com/zufang/XA1643542564705402880.html,98.9,1,0,0,0,1,1,1,1,1,1,1,1,3300,108.926974,34.242312,33.37,590['边家村'],229['电子科技大学'],4,11,1
2,1,2,宏信国际花园,https://xa.lianjia.com/zufang/XA1643548067305095168.html,90,1,9,0,0,1,1,1,1,1,1,1,1,4200,108.9572,34.256363,46.67,500['永宁门'],400['文昌门'],2,6,1
1,1,2,兰蒂斯城3期,https://xa.lianjia.com/zufang/XA1643550639654961152.html,52,3,1,0,0,0,0,0,0,0,0,0,1,2500,108.998026,34.252037,48.08,600['延兴门'],400['沙坡村'],4,18,0
3,1,7,万景荔知湾,https://xa.lianjia.com/zufang/XA1643552197671124992.html,126,2,0,2,0,1,1,1,1,1,1,1,1,1500,108.911055,34.151761,11.9,nan,251['温国堡'],0,0,0
2,1,6,高科绿水东城一期,https://xa.lianjia.com/zufang/XA1643552412893446144.html,108,2,5,0,0,1,1,1,1,1,1,1,1,2200,109.077484,34.301248,20.37,"1800['纺织城', '纺织城', '纺织城']","300['纺渭路灞瑞一路口', '柳鸣路灞瑞一路口']",0,3,0
1,1,7,雅居乐湖居笔记,https://xa.lianjia.com/zufang/XA1643560167054245888.html,20,0,5,2,0,1,1,1,1,1,1,1,1,200,108.903239,34.140213,10,nan,470['任家寨村'],0,1,0
2,1,7,尚怡园,https://xa.lianjia.com/zufang/XA1643561249008517120.html,118,2,4,0,0,0,0,0,0,0,0,1,1,2400,108.86762,34.16565,20.34,188['郭杜'],121['郭杜中学'],2,4,1
2,1,1,雅安恒盛居,https://xa.lianjia.com/zufang/XA1643563192032428032.html,55.62,2,5,0,0,0,0,1,0,0,0,1,1,1800,108.992517,34.290131,32.36,nan,243['华清村'],0,3,0
1,1,6,龙湖香醍国际社区,https://xa.lianjia.com/zufang/XA1643565644005769216.html,40,1,0,0,0,0,0,0,0,0,0,0,1,1450,109.045619,34.271642,36.25,"1100['长乐坡', '长乐坡', '浐河', '浐河']","300['沁水路长荣路口', '沁水路长荣路口', '浐河西路长荣路口', '浐河西路长荣路口', '浐河西路高楼路口', '浐河西路高楼路口']",1,1,1
4,1,2,奥林匹克大厦,https://xa.lianjia.com/zufang/XA1643566324875526144.html,180,3,4,0,0,1,1,1,1,1,1,1,1,7500,108.952662,34.239302,41.67,89['体育场'],102['省体育场'],2,6,0
1,1,2,长安壹栋,https://xa.lianjia.com/zufang/XA1643567434617061376.html,60.15,1,5,0,0,1,1,1,1,1,1,1,1,2500,108.955157,34.241415,41.56,400['体育场'],300['草场坡'],3,5,0
1,1,1,恒大嘉里公馆,https://xa.lianjia.com/zufang/XA1643591008568475648.html,45.6,1,1,0,0,1,1,1,1,1,1,1,1,1600,109.015791,34.250128,35.09,768['等驾坡'],161['新城科技园'],4,6,3
1,1,2,东泰城市之光北区,https://xa.lianjia.com/zufang/XA1643594483155075072.html,27,0,5,0,0,1,1,1,1,1,1,1,1,950,108.934809,34.250256,35.19,552['省人民医院·黄雁村'],385['张家村'],8,18,1
1,1,2,东道主国际公寓,https://xa.lianjia.com/zufang/XA1643600385572601856.html,50,2,3,0,0,1,0,1,1,1,0,0,1,2000,108.946974,34.263047,40,319['广济街'],158['五味什字'],16,12,3
1,1,1,紫落澜庭,https://xa.lianjia.com/zufang/XA1643802044462530560.html,59,2,1,2,0,0,0,0,0,0,0,0,1,2100,108.967391,34.272724,35.59,410['五路口'],205['民乐园'],4,7,8
2,1,7,圣合家园,https://xa.lianjia.com/zufang/XA1643807326756405248.html,56.63,2,5,0,0,1,1,1,1,1,1,1,1,1750,108.931491,34.167585,30.9,641['长安广场'],257['圣合家园'],2,6,0
2,1,2,东窑坊,https://xa.lianjia.com/zufang/XA1643819245353566208.html,94,3,4,0,0,1,0,1,1,0,0,1,1,2100,109.00171,34.272028,22.34,"400['通化门', '通化门']",100['东二环金康路口'],2,13,1
4,1,7,富力城南区,https://xa.lianjia.com/zufang/XA1643840358632652800.html,178,3,0,0,0,1,1,1,1,1,1,1,1,4000,108.983821,34.172035,22.47,500['飞天路'],300['神舟四路航拓路口'],1,3,0
5,1,7,大华锦绣前城,https://xa.lianjia.com/zufang/XA1643861081199738880.html,166,1,0,0,0,1,1,1,1,1,1,1,1,2600,108.981874,34.1544,15.66,"800['东长安街', '东长安街']",200['神舟四路航创路口'],0,0,0
1,1,2,常春藤东区,https://xa.lianjia.com/zufang/XA1643885336834605056.html,45,2,5,0,0,0,0,1,0,0,0,0,1,1700,108.999134,34.25337,37.78,"600['咸宁路', '咸宁路', '延兴门']",400['信号厂'],3,14,2
1,1,2,伊顿公馆东区,https://xa.lianjia.com/zufang/XA1643889852216770560.html,50,2,3,0,0,1,0,1,1,1,0,0,0,2500,108.928463,34.245644,50,205['边家村'],143['边家村'],2,8,0
2,1,9,水榭名都,https://xa.lianjia.com/zufang/XA1643890839979556864.html,45,1,5,0,0,1,1,1,1,1,1,1,1,1000,109.013427,34.463355,22.22,3000['泾渭'],"300['泾河桥北', '泾河桥北', '韩村(阳光馨园)']",0,0,0
1,1,2,荣民国际公寓,https://xa.lianjia.com/zufang/XA1643891146734174208.html,75.67,2,3,0,0,1,1,1,1,1,1,1,1,2300,108.944081,34.265239,30.4,135['广济街'],236['广济街(市信访接待中心)'],5,14,3
1,1,2,翡翠明珠,https://xa.lianjia.com/zufang/XA1643896642643951616.html,55,1,9,0,0,1,1,1,1,1,1,1,1,2200,108.95447,34.243805,40,400['南稍门'],"200['西安宾馆', '西安宾馆', '西安宾馆', '草场坡']",5,3,0
3,1,2,天伦御城龙脉刘家庄小区,https://xa.lianjia.com/zufang/XA1643898846452908032.html,135,2,6,0,0,1,1,1,1,1,1,1,1,3900,108.943164,34.256609,28.89,962['永宁门'],179['朱雀门'],4,16,0
1,1,2,常春藤东区,https://xa.lianjia.com/zufang/XA1643909560206884864.html,45,1,1,0,0,1,1,1,1,1,1,1,1,2000,108.999134,34.25337,44.44,"600['咸宁路', '咸宁路', '延兴门']",400['信号厂'],3,14,2
2,1,2,绿地乐和城,https://xa.lianjia.com/zufang/XA1643912365789413376.html,62.25,2,3,0,0,0,0,1,0,1,0,0,1,2200,108.974294,34.238132,35.34,500['西安科技大学'],200['铁一局医院'],9,7,0
1,1,2,宏信国际花园,https://xa.lianjia.com/zufang/XA1643918128096215040.html,46.6,2,1,0,0,1,0,1,0,0,0,0,1,2400,108.9572,34.256363,51.5,500['永宁门'],400['文昌门'],2,6,1
1,1,2,大话南门,https://xa.lianjia.com/zufang/XA1643918737952210944.html,505,2,5,0,0,1,1,1,1,1,1,1,1,37875,108.954973,34.246207,75,"300['南稍门', '南稍门']",300['南稍门'],7,14,2
2,1,2,仁义村甲子9号,https://xa.lianjia.com/zufang/XA1643918786648080384.html,66.01,3,5,0,0,1,1,1,1,1,1,1,1,1600,108.95436,34.244211,24.24,400['南稍门'],"200['西安宾馆', '西安宾馆', '西安宾馆', '草场坡']",5,5,0
2,1,2,宏信国际花园,https://xa.lianjia.com/zufang/XA1643930444808323072.html,108,3,5,0,0,1,1,1,1,1,1,1,1,3600,108.9572,34.256363,33.33,500['永宁门'],400['文昌门'],2,6,1
3,1,2,翡翠明珠,https://xa.lianjia.com/zufang/XA1643932137415507968.html,120,2,2,2,0,0,0,0,0,0,0,0,0,4100,108.95447,34.243805,34.17,400['南稍门'],"200['西安宾馆', '西安宾馆', '西安宾馆', '草场坡']",5,3,0
2,1,2,学府首座,https://xa.lianjia.com/zufang/XA1643932449169735680.html,105,1,5,0,0,0,0,1,0,0,0,0,1,3100,108.996695,34.249715,29.52,"600['雁翔路北口', '雁翔路北口']",300['沙坡村'],8,19,0
1,1,2,海星未来城,https://xa.lianjia.com/zufang/XA1643936337541201920.html,63,1,5,0,0,1,1,1,1,1,1,1,1,2500,108.928102,34.241314,39.68,656['边家村'],177['南二环太白立交北'],2,10,1
2,1,2,翡翠明珠,https://xa.lianjia.com/zufang/XA1643937007690317824.html,87,1,6,0,0,0,0,0,0,0,0,0,1,2800,108.95447,34.243805,32.18,400['南稍门'],"200['西安宾馆', '西安宾馆', '西安宾馆', '草场坡']",5,3,0
4,1,1,京西大厦,https://xa.lianjia.com/zufang/XA1643939244747522048.html,210,2,5,0,0,1,1,1,1,1,1,0,1,3000,108.963804,34.267936,14.29,527['大差市'],266['端履门'],2,10,3
1,1,2,骊马豪城,https://xa.lianjia.com/zufang/XA1643950494839734272.html,60,2,3,0,0,1,0,1,1,1,0,0,0,2500,108.956278,34.242744,41.67,"600['体育场', '南稍门']",300['草场坡'],3,9,0
2,1,2,伊顿公馆东区,https://xa.lianjia.com/zufang/XA1643957468239233024.html,67,3,5,0,0,1,0,1,1,1,0,0,1,2800,108.928463,34.245644,41.79,205['边家村'],143['边家村'],2,8,0
2,1,2,中贸广场,https://xa.lianjia.com/zufang/XA1643958567415316480.html,87,2,3,0,0,1,1,1,1,1,1,1,1,3400,108.952082,34.248943,39.08,166['南稍门'],157['南稍门'],7,16,3
1,1,7,万科棉花公寓,https://xa.lianjia.com/zufang/XA1644176424019427328.html,35,1,5,0,0,1,0,1,1,1,0,0,1,1800,108.899493,34.168566,51.43,nan,81['茅坡路樱花一路口'],4,8,1
2,1,2,天伦御城龙脉刘家庄小区,https://xa.lianjia.com/zufang/XA1644194829942390784.html,70,3,4,0,0,1,0,1,1,1,0,0,1,2000,108.943164,34.256609,28.57,962['永宁门'],179['朱雀门'],4,16,0
1,1,2,常春藤花园,https://xa.lianjia.com/zufang/XA1644208479788859392.html,80,3,2,0,0,1,0,1,1,1,0,0,1,2800,108.996411,34.253655,35,500['交通大学·兴庆宫'],"400['沙坡村', '咸宁路兴庆路口']",5,22,0
2,1,2,伊顿公馆东区,https://xa.lianjia.com/zufang/XA1644210667097423872.html,67.2,3,3,0,0,1,0,1,1,1,0,0,0,2800,108.928463,34.245644,41.67,205['边家村'],143['边家村'],2,8,0
3,1,2,曼城国际,https://xa.lianjia.com/zufang/XA1644240920402460672.html,91,3,8,0,0,1,1,1,1,1,1,1,1,3500,108.97811,34.240217,38.46,800['西安科技大学'],"300['铁一局医院', '祭台村']",9,10,2
3,1,8,紫薇,https://xa.lianjia.com/zufang/XA1644248576047448064.html,92,1,5,0,0,1,0,1,1,1,0,0,1,2300,108.815168,34.242348,25,nan,174['富源五路南口'],0,0,0
3,1,2,佳和苑,https://xa.lianjia.com/zufang/XA1644262922244849664.html,130,1,5,0,0,1,1,1,1,1,1,1,1,3400,108.955792,34.243477,26.15,500['南稍门'],"300['草场坡', '西安宾馆', '西安宾馆', '西安宾馆']",3,9,0
2,1,2,景寓学府东区,https://xa.lianjia.com/zufang/XA1644270652166766592.html,60,3,9,0,0,1,1,1,1,1,1,1,1,2450,108.925526,34.253931,40.83,870['边家村'],304['丰庆路东口'],5,6,1
2,1,2,学府首座,https://xa.lianjia.com/zufang/XA1644279312255287296.html,96,3,4,0,0,1,0,1,1,1,0,0,0,3000,108.996695,34.249715,31.25,"600['雁翔路北口', '雁翔路北口']",300['沙坡村'],8,19,0
2,1,2,兰蒂斯城1期,https://xa.lianjia.com/zufang/XA1644286261835333632.html,82,3,4,0,0,1,0,1,1,1,0,0,0,2800,108.995852,34.250943,34.15,"800['延兴门', '交通大学·兴庆宫', '雁翔路北口', '雁翔路北口']",200['沙坡村'],4,22,0
1,1,3,运输管理局家属院,https://xa.lianjia.com/zufang/XA1644315997223518208.html,60,3,0,0,0,1,1,1,1,1,1,1,1,1400,108.928102,34.257552,23.33,845['安定门'],189['水司'],2,13,1
2,1,3,恒天国际城,https://xa.lianjia.com/zufang/XA1644320423996817408.html,76,2,5,0,0,1,1,1,1,1,1,1,1,2500,108.924853,34.274269,32.89,254['玉祥门'],160['潘家村'],2,7,0
3,1,3,青门小区东区,https://xa.lianjia.com/zufang/XA1644325763253534720.html,80.07,3,0,0,0,0,0,1,0,0,0,0,1,2000,108.943257,34.296969,24.98,967['龙首原'],233['龙首北路文景路口'],2,4,0
2,1,3,家业小区,https://xa.lianjia.com/zufang/XA1644341194076979200.html,77.21,3,0,0,0,0,0,1,0,0,0,1,1,1800,108.919099,34.260159,23.31,350['大唐西市'],244['西稍门空港商务酒店'],0,9,1
2,1,3,御笔华庭,https://xa.lianjia.com/zufang/XA1644345377937162240.html,68,3,7,0,0,0,0,1,0,0,0,0,1,1800,108.923024,34.292781,26.47,345['大白杨'],103['大白杨'],4,0,3
2,1,3,金龙小区(莲湖),https://xa.lianjia.com/zufang/XA1644542150865584128.html,62.88,2,9,0,0,1,0,0,0,1,0,1,1,1500,108.949606,34.296344,23.85,428['龙首原'],400['文景路农兴路口'],3,0,1
2,1,3,云视界,https://xa.lianjia.com/zufang/XA1644543924146012160.html,70,3,5,0,0,1,1,1,1,1,1,1,1,2000,108.873452,34.265844,28.57,960['汉城南路'],280['汉城西路交子巷口'],5,6,1
2,1,3,景都,https://xa.lianjia.com/zufang/XA1644544806220726272.html,88,3,5,2,0,0,0,0,0,1,0,0,1,3300,108.928211,34.268192,37.5,340['安定门'],200['西安市第一中学'],4,16,0
1,1,3,恒泰小区,https://xa.lianjia.com/zufang/XA1644546099660193792.html,50,3,0,0,0,1,0,1,1,1,0,1,1,1000,108.883499,34.269853,20,nan,119['二十四街坊'],0,2,0
2,1,2,红会小区,https://xa.lianjia.com/zufang/XA1644560336591781888.html,76,3,0,2,0,0,0,0,0,0,0,0,0,2200,108.956179,34.249213,28.95,395['南稍门'],352['南稍门'],7,22,2
3,1,3,德杰状元府邸,https://xa.lianjia.com/zufang/XA1644589730156773376.html,117,2,0,0,0,0,0,1,0,0,0,0,0,3000,108.867017,34.266761,25.64,nan,161['起重机厂'],0,2,0
2,1,2,天伦御城龙脉刘家庄小区,https://xa.lianjia.com/zufang/XA1644613652986200064.html,87,2,6,0,0,0,0,0,0,0,0,0,1,2600,108.943164,34.256609,29.89,962['永宁门'],179['朱雀门'],4,16,0
2,1,3,公交一公司家属院,https://xa.lianjia.com/zufang/XA1644632192443219968.html,68,2,0,0,0,1,0,1,1,1,0,0,1,1700,108.924729,34.27308,25,349['玉祥门'],268['潘家村'],4,16,0
3,1,2,伊顿公馆西区,https://xa.lianjia.com/zufang/XA1644645998951137280.html,102,3,0,0,0,1,1,1,0,0,0,0,1,5600,108.924327,34.244383,54.9,595['边家村'],281['西工大'],3,21,0
1,1,2,哈佛印象,https://xa.lianjia.com/zufang/XA1644647514923597824.html,53,2,1,0,0,0,0,1,0,0,0,0,1,2200,108.977903,34.244929,41.51,"400['太乙路', '太乙路']","300['祭台村', '友谊路太乙路口']",0,24,2
2,1,2,天伦御城龙脉刘家庄小区,https://xa.lianjia.com/zufang/XA1644665689983680512.html,85,2,4,0,0,1,1,1,1,1,1,1,1,2600,108.943164,34.256609,30.59,962['永宁门'],179['朱雀门'],4,16,0
4,1,3,华府御城,https://xa.lianjia.com/zufang/XA1644668559571288064.html,149,3,0,2,0,0,0,0,0,0,0,0,0,3000,108.901745,34.281999,20.13,814['开远门'],148['郭家口小区'],0,1,0
2,1,2,伊顿公馆东区,https://xa.lianjia.com/zufang/XA1644669415108640768.html,76,1,7,0,0,1,1,1,1,1,1,0,1,4000,108.928463,34.245644,52.63,205['边家村'],143['边家村'],2,8,0
2,1,2,学府首座,https://xa.lianjia.com/zufang/XA1644670020413816832.html,81,3,0,0,0,1,1,1,1,1,1,0,1,2500,108.996695,34.249715,30.86,"600['雁翔路北口', '雁翔路北口']",300['沙坡村'],8,19,0
3,1,3,悦园小区,https://xa.lianjia.com/zufang/XA1644670813674143744.html,137,2,0,0,0,1,1,1,1,1,1,1,1,2500,108.909749,34.269414,18.25,900['劳动路'],201['桃园路团结东路口'],0,3,0
3,1,2,西安市第三中学北家属院,https://xa.lianjia.com/zufang/XA1644671559509475328.html,92,1,0,0,0,0,0,0,0,0,0,0,1,2500,108.989581,34.271242,27.17,503['康复路'],425['新乐路长乐坊路口'],1,20,2
4,1,2,陕西省体育厂家属院,https://xa.lianjia.com/zufang/XA1644672695306027008.html,107,3,5,0,0,1,1,1,1,1,1,1,1,2700,108.946974,34.263047,25.23,319['广济街'],158['五味什字'],16,12,3
2,1,2,兰蒂斯城1期,https://xa.lianjia.com/zufang/XA1644680014081294336.html,85,2,5,0,0,1,1,1,1,1,1,1,1,2700,108.995852,34.250943,31.76,"800['延兴门', '交通大学·兴庆宫', '雁翔路北口', '雁翔路北口']",200['沙坡村'],4,22,0
4,1,3,莲湖区青年路第三社区,https://xa.lianjia.com/zufang/XA1644683079823917056.html,80,2,0,0,0,1,1,1,1,1,1,1,1,1800,108.940311,34.276817,22.5,115['洒金桥'],87['洒金桥'],4,12,0
4,1,2,交通厅家属院,https://xa.lianjia.com/zufang/XA1644684377050841088.html,189,2,0,0,0,1,1,1,1,1,1,1,1,5200,108.93264,34.246837,27.51,246['边家村'],222['边家村'],10,15,0
3,1,3,红庙坡安置小区,https://xa.lianjia.com/zufang/XA1644687277802127360.html,130,2,5,0,0,1,0,1,1,1,0,0,0,2500,108.985477,34.2737,19.23,"600['康复路', '康复路', '朝阳门', '朝阳门']",100['安仁坊'],3,12,4
1,1,2,长安壹栋,https://xa.lianjia.com/zufang/XA1644690678799663104.html,35,2,3,0,0,1,1,1,1,1,1,1,1,1700,108.955157,34.241415,48.57,400['体育场'],300['草场坡'],3,5,0
